file,accept1,accept2,coverage_1_to_2,coverage_2_to_1,total1,total2,unmatched_nodes_chart1,unmatched_nodes_chart2
1047.txt,17,15,1.0,0.7142857142857143,17,21,0,6
289.txt,15,11,1.0,1.0,15,11,0,0
510.txt,11,14,1.0,0.9333333333333333,11,15,0,1
921.txt,11,9,1.0,0.8181818181818182,11,11,0,2
29.txt,8,8,1.0,1.0,8,8,0,0
855.txt,0,0,0,0,22,19,22,19
666.txt,15,13,1.0,1.0,15,13,0,0
470.txt,8,8,1.0,0.8888888888888888,8,9,0,1
303.txt,7,7,1.0,0.5384615384615384,7,13,0,6
1132.txt,6,4,1.0,0.6666666666666666,6,6,0,2
883.txt,8,6,1.0,0.8571428571428571,8,7,0,1
129.txt,0,0,0,0,23,16,23,16
28.txt,0,0,0,0,11,16,11,16
920.txt,13,9,1.0,0.8181818181818182,13,11,0,2
539.txt,17,37,1.0,0.9487179487179487,17,39,1,2
511.txt,9,11,1.0,0.9166666666666666,9,12,0,1
1085.txt,0,0,0,0,7,13,7,13
1046.txt,4,4,1.0,1.0,4,4,0,0
1052.txt,18,17,0.782608695652174,0.85,23,20,5,3
842.txt,6,11,1.0,0.9166666666666666,6,12,0,1
856.txt,7,6,1.0,0.75,7,8,0,2
103.txt,15,14,1.0,1.0,15,14,0,0
117.txt,16,13,1.0,0.8666666666666667,16,15,0,2
1130.txt,0,0,0,0,10,6,10,6
499.txt,0,0,0,0,8,6,8,6
102.txt,9,9,1.0,0.75,9,12,0,3
857.txt,6,6,1.0,1.0,6,6,0,0
17.txt,3,4,1.0,0.8,3,5,0,1
274.txt,7,7,1.0,1.0,7,7,0,0
258.txt,8,9,1.0,1.0,8,9,0,0
516.txt,12,15,0.8,1.0,15,15,3,0
933.txt,0,0,0,0,51,23,51,23
853.txt,8,7,1.0,0.7777777777777778,8,9,0,2
884.txt,6,7,0.8571428571428571,1.0,7,7,1,0
1121.txt,4,4,1.0,1.0,4,4,0,0
304.txt,11,10,0.9166666666666666,0.8333333333333334,12,12,1,2
311.txt,3,3,1.0,1.0,3,3,0,0
1120.txt,7,8,1.0,0.8,7,10,0,2
1134.txt,0,0,0,0,17,15,17,15
661.txt,6,5,1.0,0.8333333333333334,6,6,0,1
649.txt,8,8,1.0,0.8888888888888888,8,9,0,1
852.txt,0,0,0,0,7,24,7,24
1097.txt,7,6,1.0,0.6666666666666666,7,9,0,3
267.txt,5,5,1.0,1.0,5,5,0,0
1081.txt,8,9,1.0,1.0,8,9,0,0
515.txt,7,7,0.875,0.875,8,8,1,1
924.txt,9,6,1.0,1.0,9,6,0,0
930.txt,5,6,1.0,0.6666666666666666,5,9,0,3
139.txt,9,9,1.0,0.8181818181818182,9,11,0,2
111.txt,3,3,1.0,1.0,3,3,0,0
474.txt,0,0,0,0,14,22,14,22
